,Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments
52,Swift_J1910.2-0546,H,3451,S2,2014-05-09,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,17.60729,0.03690191,,-0.04268048823,3.0,0.2825139143,0.2189944134,0.003670297431,17.43097659,0.03733704906,1.25e-13,4.24e-15,,6.9,,,Reis+2013,7.120641956040923e+32,,,,1.17e-14,1.25e-14,2e-16,,Thesis Maria ,6.664920870854303e+31,,,,"Also another source within error circle (see our finder chart), but can identify correct source with this finder chart & small astrometric offset"
53,Swift_J1910.2-0546,J,3460,S2,2014-05-09,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,18.389482,0.036114354,,-0.05149970702,3.0,0.3781391836,0.3528938547,0.005914422147,18.08808896,0.0367056989,9.29e-14,3.09e-15,,6.9,,,Reis+2013,5.2920611017296134e+32,,,,1.17e-14,1.25e-14,2e-16,,Thesis Maria ,6.664920870854303e+31,,,,"Also another source within error circle (see our finder chart), but can identify correct source with this finder chart & small astrometric offset"
54,Swift_J1910.2-0546,J,3469,S2,2014-05-09,19 10 22.79,-05 47 56.4,1.3,"Rau+2012, GROND",2.24e+21,18.274178,0.02028138,,-0.03604067658,3.0,0.1562604396,0.3528938547,0.005914422147,17.95732496,0.02125108188,1.05e-13,1.96e-15,,6.9,,,Reis+2013,5.981339243074374e+32,,,,1.17e-14,1.25e-14,2e-16,,Thesis Maria ,6.664920870854303e+31,,,,"Also another source within error circle (see our finder chart), but can identify correct source with this finder chart "
55,GX_339-4,H,156,S,2013-06-17,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.210688,0.013939727,,-0.1221293397,3.0,0.1305987725,0.3803072626,0.006373864736,15.95250982,0.01573380673,4.87e-13,6.26e-15,,10.0,2.0,2.0,Zdziarski+2019,5.826931539746995e+33,1.6498062289729918e+33,1.6498062289729918e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,
56,GX_339-4,H,161,S,2013-06-17,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.543966,0.031216985,,-0.03029586415,3.0,0.08350298417,0.3803072626,0.006373864736,16.19395536,0.03194305806,3.9e-13,1.12e-14,,10.0,2.0,2.0,Zdziarski+2019,4.6663312125283936e+33,1.3266234425265167e+33,1.3266234425265167e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,
57,GX_339-4,H,524,S,2013-06-18,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.086811,0.0093679335,,-0.05839127319,3.0,0.1170770385,0.3803072626,0.006373864736,15.76489537,0.0119465952,5.79e-13,5e-15,,10.0,2.0,2.0,Zdziarski+2019,6.927707107830615e+33,1.9603645231324978e+33,1.9603645231324978e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,
58,GX_339-4,H,529,S,2013-06-18,17 02 49.3876391282,-48 47 23.087954552,0.1,"Gaia Collaboration 2020, Gaia",3.89e+21,16.297775,0.010303602,,-0.0256975988,3.0,0.1978951916,0.3803072626,0.006373864736,15.94316571,0.01271873204,4.92e-13,4.66e-15,,10.0,2.0,2.0,Zdziarski+2019,5.886756298881974e+33,1.665959418670959e+33,1.665959418670959e+33,,5.5e-13,2.83e-14,2.5e-14,,Plotkin+2013,6.580723504847734e+33,1.8918586675601802e+33,1.8851919777357937e+33,,
59,RXS_J170854.4-321857,Ks,649,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.293423,0.13936953,,-0.06203002205,0.0,0.1169019847,0.156424581,0.002621641022,18.19902891,0.1394259522,3.98e-14,5.11e-15,,13.0,2.0,2.0,Zand+2005,8.047865897873965e+32,2.033130076843739e+32,2.033130076843739e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,
60,RXS_J170854.4-321857,H,659,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.287573,0.07103984,,-0.06100851219,1.0,0.1411616672,0.2444134078,0.004096314098,18.10416791,0.07120255606,6.72e-14,4.39e-15,,13.0,2.0,2.0,Zand+2005,1.3588356490882676e+33,3.0868291374799554e+32,3.0868291374799554e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,
61,RXS_J170854.4-321857,H,664,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.188883,0.06768093,,-0.01989610356,1.0,0.1974702584,0.2444134078,0.004096314098,17.96436497,0.0679119633,7.64e-14,4.76e-15,,13.0,2.0,2.0,Zand+2005,1.5448667200943993e+33,3.496283737442575e+32,3.496283737442575e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,
62,RXS_J170854.4-321857,J,674,S,2013-06-18,17 08 54.269,-32 19 57.13,0.6,"Zand+2005, Chandra",2.5e+21,18.665852,0.06609705,,-0.09239172772,3.0,0.2068092848,0.3938547486,0.006600917574,18.36438881,0.06647560235,7.2e-14,4.38e-15,,13.0,2.0,2.0,Zand+2005,1.4558953383088582e+33,3.28909836956419e+32,3.28909836956419e+32,,9e-12,1.8e-12,1.8e-12,,Thesis Bilal 2018,1.8198691728860726e+35,5.3782377276293925e+34,5.3782377276293925e+34,,
63,SLX_1735-269,Ks,739,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,16.084038,0.0751064,,-0.06320470846,2.0,0.1590866425,0.2333854749,0.003911488405,15.91385612,0.07534443595,3.27e-13,2.26e-14,,6.0,1.2,1.2,Molkov+2004,1.408514129073955e+33,4.101089769465646e+32,4.101089769465646e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources 
64,SLX_1735-269,Ks,744,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,15.754712,0.07972155,,-0.1814460524,3.0,0.164043003,0.2333854749,0.003911488405,15.70277271,0.07995582945,3.97e-13,2.91e-14,,6.0,1.2,1.2,Molkov+2004,1.710030915114251e+33,4.996476620560054e+32,4.996476620560054e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources 
65,SLX_1735-269,H,749,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,16.752247,0.11561064,,-0.05847920319,3.0,0.327578877,0.3646648045,0.006111700634,16.44606136,0.1158504986,3.09e-13,3.29e-14,,6.0,1.2,1.2,Molkov+2004,1.3309812412350217e+33,4.022479685401711e+32,4.022479685401711e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources  & small astrometric offset
66,SLX_1735-269,H,754,S,2013-06-18,17 38 17.12 ,-26 59 38.6,0.6,"Wilson+2003, Chandra",3.73e+21,14.215842,0.09580809,,-2.146489341,3.0,0.3332486156,0.3646648045,0.006111700634,15.99766659,0.096188264,4.67e-13,4.13e-14,,6.0,1.2,1.2,Molkov+2004,2.0115477011545474e+33,5.961145268375316e+32,5.961145268375316e+32,,5e-10,1e-10,1e-10,,Thesis Bilal 2018,2.1536913288592584e+36,7.460605610809533e+35,7.460605610809533e+35,,"Detected counterpart has weird shape & Used low_lim = 12 for magnitude calibration because of bright sources  & small astrometric offset & initial systematic magnitude offset but seems fine after calibration with 2Mass, but still not sure if magnitude is reliable"
67,4U_1323-619,Ks,1014,S,2018-06-18,13 26 37.03,-62 08 08.88,0.6,"Gambino+2015, Chandra",1.17e+22,17.71125172,0.03334801742,,-0.05650803954,,0.1571277125,0.7320670391,0.01226927999,17.03569272,0.03570784627,1.16e-13,3.82e-15,,4.2,0.8,0.8,Gambino+2015,2.4483163026472053e+32,6.644227561164393e+31,6.644227561164393e+31,,1.43e-10,4e-12,3e-12,,Build swift XRT products,3.018183028263365e+35,8.173916843797855e+34,8.154819871245259e+34,,Applied psf
68,4U_1323-619,H,1020,S,2018-06-18,13 26 37.03,-62 08 08.88,0.6,"Gambino+2015, Chandra",1.17e+22,18.43248628,0.04643225571,,-0.04367074262,,0.1771816132,1.143854749,0.01917074998,17.33230228,0.05031812238,1.37e-13,6.34e-15,,4.2,0.8,0.8,Gambino+2015,2.8915459781264402e+32,7.903180400065613e+31,7.903180400065613e+31,,1.43e-10,4e-12,3e-12,,Build swift XRT products,3.018183028263365e+35,8.173916843797855e+34,8.154819871245259e+34,,Applied psf
69,4U_1708-40,Ks,1066,S,2018-06-19,17 12 23.83,-40 50 34.0,0.6,"Wilson+2003, Chandra",1.01e+22,16.466145,0.033352472,,-0.1109107518,1.0,0.1449167918,0.6319553073,0.01059142973,15.94509967,0.03519366632,3.17e-13,9.75e-15,,8.0,,,Migliari+2003,2.4274494266609243e+33,,,,2.7e-09,5e-10,3e-10,,Build swift XRT products,2.0675436757048882e+37,,,,
70,4U_1708-40,H,1071,S,2018-06-19,17 12 23.83,-40 50 34.0,0.6,"Wilson+2003, Chandra",1.01e+22,16.805809,0.03164833,,-0.2505341947,1.0,0.2036246166,0.9874301676,0.01654910895,16.06891291,0.03593440966,4.38e-13,1.28e-14,,8.0,,,Migliari+2003,3.354015296143485e+33,,,,2.7e-09,5e-10,3e-10,,Build swift XRT products,2.0675436757048882e+37,,,,
71,4U_1708-40,J,1076,S,2018-06-19,17 12 23.83,-40 50 34.0,0.6,"Wilson+2003, Chandra",1.01e+22,18.221867,0.04937905,,-0.1062858693,1.0,0.3023030532,1.591173184,0.026667707,16.73697852,0.05617574486,3.22e-13,1.47e-14,,8.0,,,Migliari+2003,2.465737272507311e+33,,,,2.7e-09,5e-10,3e-10,,Build swift XRT products,2.0675436757048882e+37,,,,Small astrometric offset
72,XTE_J1710-281,Ks,1051,S1,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,18.789946,0.0891971,,-0.07503025921,3.0,0.1545426907,0.1445363128,0.002422396305,18.72043866,0.08928609456,2.46e-14,2.02e-15,,16.0,,,Galloway+2008,7.535048062568926e+32,,,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,,,,"Based on finding chart in Ratti, I think it is this one (S1), but not sure since second source in our finding chart is very nearby"
73,XTE_J1710-281,H,1056,S,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,18.95804333,0.2042964201,,-0.09915730628,0.0,0.209562283,0.2258379888,0.003784994226,18.83136265,0.2043961394,3.44e-14,6.47e-15,,16.0,,,Galloway+2008,1.053681517692565e+33,,,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,,,,Applied psf
74,XTE_J1710-281,J,1061,S,2018-06-19,17 10 12.532,-28 07 50.95,1.0,"Watson+2008, XMMN",2.31e+21,19.70556791,0.02016710423,,-0.05029126929,3.0,0.219786549,0.3639217877,0.006099247839,19.39193739,0.02117074584,2.8e-14,5.45e-16,,16.0,,,Galloway+2008,8.576477469590647e+32,,,,8.4e-11,5e-12,4e-12,,Build swift XRT products,2.572943240877194e+36,,,,Applied psf
75,4U_1735-44,Ks,1143,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.201534,0.013292001,,-0.05813436063,2.0,0.3667796723,0.1720670391,0.002883805125,16.08760131,0.01461972043,2.78e-13,3.41e-15,,8.5,1.3,1.3,Galloway+2008,2.4032203992112572e+33,5.2063131922107074e+32,5.2063131922107074e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset
76,4U_1735-44,H,1148,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.425356,0.0092493035,,-0.01564851127,2.0,0.2227781787,0.2688547486,0.004505945507,16.17214905,0.01166434512,3.98e-13,3.39e-15,,8.5,1.3,1.3,Galloway+2008,3.4405817226118003e+33,7.447453364189173e+32,7.447453364189173e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset
77,4U_1735-44,J,1153,S,2018-06-19,17 38 58.238405302,-44 27 00.699118812,0.1,"Gaia Collaboration 2020, Gaia",2.75e+21,16.829361,0.009045875,,-0.06538238603,3.0,0.278722783,0.4332402235,0.007261009332,16.46150274,0.01217597917,4.16e-13,3.46e-15,,8.5,1.3,1.3,Galloway+2008,3.5961859211218814e+33,7.78399277630734e+32,7.78399277630734e+32,,4.11e-09,5e-12,5e-12,,Build swift XRT products,3.552962532646859e+37,7.684877014607214e+36,7.684877014607214e+36,,Astrometric offset
78,GS_1826-24,Ks,1200,S13,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,16.57616648,0.01303028876,,-0.06908900842,,0.2181939118,0.1257653631,0.002107799382,16.51949012,0.01363393306,1.87e-13,2.35e-15,,5.7,0.2,0.2,Chenevez+2016 ,7.269462026865099e+32,3.7210995633014964e+31,3.7210995633014964e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf
79,GS_1826-24,H,1205,S13,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,16.64431853,0.004711686146,,-0.06127089225,,0.2116501705,0.1965083799,0.003293436534,16.50908105,0.006263001915,2.92e-13,1.68e-15,,5.7,0.2,0.2,Chenevez+2016 ,1.1351245517885609e+33,5.670396494069895e+31,5.670396494069895e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf
80,GS_1826-24,J,1210,S10,2018-06-19,18 29 28.2,-23 47 49.1,2.0,"Barret+1995, ESO-MPI",2.01e+21,17.16407889,0.01126970434,,-0.09651794119,,0.2726869918,0.3166592179,0.00530713773,16.94393761,0.01262569574,2.66e-13,3.1e-15,,5.7,0.2,0.2,Chenevez+2016 ,1.0340518177251957e+33,5.2707386753615e+31,5.2707386753615e+31,,4.75e-09,1e-11,1e-11,,Build swift XRT products,1.8465211030807068e+37,9.170962695428615e+35,9.170962695428615e+35,,Applied psf
81,Ser_X-1,Ks,1185,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,16.56634533,0.007443161497,,-0.03502388446,,0.1137376243,0.2753072626,0.004614088199,16.32606195,0.01009616731,2.23e-13,2.08e-15,,10.0,1.1,1.1,Galloway+2008,2.668184257420082e+33,4.1581748729440914e+32,4.1581748729440914e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,"Applied psf because: I am not sure of our detection is correct, it seems blended. should be the left source according to finder chart here"
82,Ser_X-1,H,1190,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,16.93084233,0.008927016663,,-0.09750055791,,0.1167365331,0.4301675978,0.007209512812,16.59817529,0.01223151688,2.69e-13,3.03e-15,,10.0,1.1,1.1,Galloway+2008,3.2185720414618924e+33,5.020031107176591e+32,5.020031107176591e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,Applied psf 
83,Ser_X-1,J,1195,S,2018-06-19,18 39 57.557,5 2 9.5,0.14,"Migliari+2004, VLA",4.4e+21,17.45843026,0.009733402953,,-0.05354117372,,0.12163184,0.6931843575,0.01161761493,16.81878707,0.01543603283,2.99e-13,4.25e-15,,10.0,1.1,1.1,Galloway+2008,3.5775205962717686e+33,5.588499318509708e+32,5.588499318509708e+32,,1.03e-08,5e-11,5e-11,,Build swift XRT products,1.2323900381805757e+38,1.918082167381216e+37,1.918082167381216e+37,,Applied psf
84,XTE_J1637-498,H,3694,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36e+21,13.735894,0.0074312347,,-0.4197052215,3.0,0.2126221516,0.7195530726,0.0120595487,13.43604652,0.0146752539,4.95e-12,3.39e-14,,8.0,,,,3.7904967387922947e+34,,,,,,,,,,,,,Small systematic magnitude offset but seems fixed with calibration
85,XTE_J1637-498,Ks,3703,S,2014-05-10,16 37 2.66 ,-49 51 40.0,0.16,"Curran+2011, EFOSC2/NTT",7.36e+21,13.616517,0.0061454345,,-0.08818684327,3.0,0.2829191941,0.4605139665,0.00771811117,13.24419032,0.01036527364,3.82e-12,2.16e-14,,8.0,,,,2.9251914226639527e+34,,,,,,,,,,,,,Small astrometric offset
86,4U_1626-67,Ks,1036,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.491129,0.061269343,,-0.01652955061,0.0,0.05515766069,0.06006703911,0.001006710153,18.44759097,0.06148720374,3.17e-14,1.79e-15,,9.0,4.0,4.0,Chakrabarty 1998,3.072240680617732e+32,1.938801096825239e+32,1.938801096825239e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
87,4U_1626-67,H,1041,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.58377,0.035732053,,-0.04051843528,0.0,0.105098883,0.0938547486,0.001572984613,18.53043381,0.03597138723,4.54e-14,1.49e-15,,9.0,4.0,4.0,Chakrabarty 1998,4.399991384859465e+32,2.769335284127602e+32,2.769335284127602e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
88,4U_1626-67,J,1046,S,2018-06-19,16 32 16.7,-67 27 40.3,1.0,"Watson+2008, XMMN",9.6e+20,18.773262,0.028630024,,-0.03052820317,0.0,0.09760200779,0.1512402235,0.002534752349,18.65255082,0.02888601079,5.52e-14,1.46e-15,,9.0,4.0,4.0,Chakrabarty 1998,5.349769260886398e+32,3.365516382222543e+32,3.365516382222543e+32,,3.69e-10,2.4e-12,2.4e-12,,Build swift XRT products,3.576204451570799e+36,2.247905603203234e+36,2.247905603203234e+36,,"Correct position was hard to find, but in the end I used this position and I think it gives the correct source based on finder chart in this article. "
89,Swift_J1357.2-0933,Ks,51,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.432451,0.13484804,,-0.001368286192,0.0,0.4629060234,0.01783240223,0.0002988670766,18.41598641,0.1355453854,3.26e-14,4.05e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",7.212161872565613e+31,4.827841716591684e+31,4.827841716591684e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
90,Swift_J1357.2-0933,Ks,80,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.425894,0.26172763,,-0.1177298765,0.0,0.4708121587,0.01783240223,0.0002988670766,18.52579057,0.2628508796,2.95e-14,7.1e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",6.526342798794037e+31,4.571199719535508e+31,4.571199719535508e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
91,Swift_J1357.2-0933,Ks,85,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.097456,0.040253397,,-0.04129563419,0.0,0.3315738072,0.01783240223,0.0002988670766,18.12091958,0.04116262538,4.28e-14,1.59e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",9.468727857233381e+31,6.23820598152538e+31,6.23820598152538e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
92,Swift_J1357.2-0933,H,96,S,2013-06-16,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.5618,0.028427843,,-0.005204427086,0.0,0.3088045211,0.02786312849,0.0004669798071,18.53914203,0.03188534827,4.5e-14,1.18e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",9.95543816765192e+31,6.553627297448083e+31,6.553627297448083e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
93,Swift_J1357.2-0933,J,488,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,19.675623,0.1280753,,-0.05105094704,0.0,0.4014769557,0.04489944134,0.0007525046035,19.68177368,0.1283591066,2.14e-14,2.52e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",4.734363928616691e+31,3.1636499822461037e+31,3.1636499822461037e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
94,Swift_J1357.2-0933,Ks,514,S,2013-06-18,13 57 16.8357790011,-09 32 38.796487512,0.1,"Gaia Collaboration 2020, Gaia",2.85e+20,18.06599,0.028959798,,-0.03978332185,0.0,0.3472877223,0.01783240223,0.0002988670766,18.08794152,0.03412304309,4.41e-14,1.18e-15,,4.3,2.0,2.0,"lower limit: Sánchez+2015, upper limit: Shahbaz+2013",9.756329404298883e+31,6.4227648437420395e+31,6.4227648437420395e+31,,3.2e-15,1.1e-15,7e-16,,Armas Padilla+2014,7.079422696996921e+30,5.254202199098846e+30,4.907413066258426e+30,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
95,2E_17467-3225,Ks,779,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,16.75866,0.109421596,,-0.1678241116,0.0,0.1978076442,0.3134748603,0.005253768609,16.61300829,0.109667323,1.72e-13,1.73e-14,,8.0,,,,1.3171018971157063e+33,,,,2.7e-11,6e-12,6e-12,,Wilson+2003,2.067543675704888e+35,,,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
96,2E_17467-3225,Ks,784,S,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,17.113762,0.09440003,,-0.06337206003,0.0,0.2528504266,0.3134748603,0.005253768609,16.8636587,0.09469782574,1.36e-13,1.18e-14,,8.0,,,,1.0414294070217214e+33,,,,2.7e-11,6e-12,6e-12,,Wilson+2003,2.067543675704888e+35,,,,Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
97,2E_17467-3225,H,789,,2013-06-18,17 50 3.95,-32 25 50.1,0.6,"Wilson+2003, Chandra",5.01e+21,,,17.33864478,-0.1909734844,,0.1545469211,0.4898044693,0.008209013452,,,,,1.359466153489975e-13,8.0,,,,,,,1.041020610364092e+33,2.7e-11,6e-12,6e-12,,Wilson+2003,2.067543675704888e+35,,,,Maybe can use psf because there is something like a source visible. Used low_lim = 12 for magnitude calibration because of bright sources & astrometric offset
98,4U_1915-05,H,1220,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.485819,0.07621386,,-0.0148021154,3.0,0.2020794146,0.2287709497,0.003834149995,19.27185085,0.07644122589,2.29e-14,1.61e-15,,8.9,1.3,1.3,Galloway+2008,2.1703333803554273e+32,4.735818027744737e+31,4.735818027744737e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,
99,4U_1915-05,J,1225,S,2018-06-19,19 18 47.871 ,-05 14 17.09,0.6,"Iaria+2006, Chandra",2.34e+21,19.588903,0.05935695,,-0.03488622097,3.0,0.1021670563,0.3686480447,0.00617845885,19.25514079,0.05972768939,3.17e-14,1.73e-15,,8.9,1.3,1.3,Galloway+2008,3.00434795446581e+32,6.419027984289064e+31,6.419027984289064e+31,,5.93e-10,5e-12,4e-12,,Build swift XRT products,5.620120936902919e+36,1.1619180184708073e+36,1.1615700947895318e+36,,
100,RXS_J180408.9-342058,H,804,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,19.503082,0.20254214,,-0.04281412768,1.0,0.3361121749,0.1896648045,0.00317873974,19.35623173,0.2025890609,2.12e-14,3.95e-15,,5.8,,,Chenevez+2012,8.533020764554997e+31,,,,,,,,,,,,,Small astrometric offset
101,RXS_J180408.9-342058,Ks,814,S,2013-06-18,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,18.62325,0.18475345,,-0.07580345107,3.0,0.3011480258,0.1213854749,0.002034393433,18.57766734,0.1847922998,2.81e-14,4.78e-15,,5.8,,,Chenevez+2012,1.1310277522829972e+32,,,,,,,,,,,,,Small astrometric offset
102,RXS_J180408.9-342058,Ks,1160,S,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,19.378094,0.21016692,,-0.06862028175,1.0,0.307716876,0.1213854749,0.002034393433,19.32532893,0.2102186646,1.41e-14,2.73e-15,,5.8,,,Chenevez+2012,5.675263810387993e+31,,,,,,,,,,,,,"Small astrometric offset, little bit blended perhaps"
